site_id,site_name_short,water_body,date,type,do_mg,sal,tss,n_total,p_po4,p_total
1229,Central,Port Phillip  Bay,2008-03-19,surface,7.3,37.0,1.9,160.0,58.0,73.0
1911,Corio,Port Phillip  Bay,2008-03-19,surface,7.0,38.0,4.7,210.0,72.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2008-03-19,surface,7.4,37.0,9.0,180.0,61.0,84.0
2096,Newport,Port Phillip  Bay,2008-03-19,surface,7.0,37.0,7.2,200.0,65.0,90.0
2097,DMG (B),Port Phillip  Bay,2008-03-19,surface,7.5,37.0,1.9,170.0,54.0,73.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-03-28,surface,8.0,37.0,1.3,160.0,47.0,65.0
2099,Sorrento,Port Phillip  Bay,2008-03-28,surface,7.8,37.0,0.88,170.0,36.0,51.0
2100,Popes Eye,Port Phillip  Bay,2008-03-28,surface,7.9,37.0,0.36,160.0,48.0,64.0
1282,Dromana,Port Phillip  Bay,2008-04-15,surface,7.7,37.0,1.4,140.0,49.0,58.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-04-15,surface,7.9,37.0,1.2,140.0,44.0,51.0
2099,Sorrento,Port Phillip  Bay,2008-04-15,surface,8.1,37.0,0.56,130.0,36.0,43.0
2100,Popes Eye,Port Phillip  Bay,2008-04-15,surface,7.9,37.0,1.2,120.0,31.0,37.0
369,Long Reef,Port Phillip  Bay,2008-04-16,surface,7.6,38.0,0.91,170.0,79.0,89.0
1229,Central,Port Phillip  Bay,2008-04-16,surface,7.5,38.0,1.6,160.0,70.0,80.0
1911,Corio,Port Phillip  Bay,2008-04-16,surface,7.5,39.0,2.5,190.0,82.0,93.0
1991,Hobsons Bay,Port Phillip  Bay,2008-04-16,surface,7.6,38.0,2.1,160.0,75.0,89.0
2097,DMG (B),Port Phillip  Bay,2008-04-16,surface,7.5,38.0,1.3,160.0,71.0,84.0
939,Patterson River,Port Phillip  Bay,2008-04-18,surface,8.8,37.0,0.92,150.0,67.0,78.0
2096,Newport,Port Phillip  Bay,2008-04-18,surface,8.6,35.0,2.8,290.0,84.0,100.0
369,Long Reef,Port Phillip  Bay,2008-05-13,surface,8.0,38.0,1.2,180.0,77.0,91.0
1229,Central,Port Phillip  Bay,2008-05-13,surface,7.8,38.0,0.37,160.0,63.0,74.0
1911,Corio,Port Phillip  Bay,2008-05-13,surface,7.8,39.0,1.9,200.0,76.0,96.0
1991,Hobsons Bay,Port Phillip  Bay,2008-05-13,surface,7.8,37.0,2.5,200.0,67.0,81.0
2096,Newport,Port Phillip  Bay,2008-05-13,surface,7.5,36.0,3.8,240.0,72.0,89.0
2097,DMG (B),Port Phillip  Bay,2008-05-13,surface,7.8,38.0,0.83,180.0,64.0,75.0
939,Patterson River,Port Phillip  Bay,2008-05-14,surface,8.3,37.0,3.2,170.0,66.0,78.0
1282,Dromana,Port Phillip  Bay,2008-05-14,surface,7.9,37.0,1.6,160.0,61.0,69.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-05-14,surface,8.2,37.0,1.0,140.0,48.0,56.0
2099,Sorrento,Port Phillip  Bay,2008-05-14,surface,8.1,36.0,1.5,130.0,23.0,28.0
2100,Popes Eye,Port Phillip  Bay,2008-05-14,surface,8.2,36.0,1.2,130.0,6.8,12.0
1229,Central,Port Phillip  Bay,2008-06-16,surface,8.2,37.0,0.74,140.0,58.0,69.0
1991,Hobsons Bay,Port Phillip  Bay,2008-06-16,surface,8.1,37.0,1.5,140.0,63.0,77.0
2096,Newport,Port Phillip  Bay,2008-06-16,surface,7.9,34.0,2.9,360.0,67.0,83.0
2097,DMG (B),Port Phillip  Bay,2008-06-16,surface,8.2,37.0,0.093,140.0,58.0,71.0
939,Patterson River,Port Phillip  Bay,2008-06-17,surface,8.4,35.0,1.1,210.0,64.0,78.0
1282,Dromana,Port Phillip  Bay,2008-06-17,surface,8.1,37.0,0.37,190.0,59.0,73.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-06-17,surface,8.2,37.0,0.46,130.0,45.0,57.0
2099,Sorrento,Port Phillip  Bay,2008-06-17,surface,8.1,37.0,0.27,120.0,38.0,49.0
2100,Popes Eye,Port Phillip  Bay,2008-06-17,surface,8.2,37.0,0.37,130.0,39.0,48.0
369,Long Reef,Port Phillip  Bay,2008-06-18,surface,8.5,37.0,4.3,330.0,160.0,190.0
1911,Corio,Port Phillip  Bay,2008-06-18,surface,8.3,38.0,4.2,180.0,72.0,88.0
1229,Central,Port Phillip  Bay,2008-07-15,surface,8.5,37.0,1.3,130.0,57.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2008-07-15,surface,12.0,37.0,2.8,150.0,54.0,66.0
2096,Newport,Port Phillip  Bay,2008-07-15,surface,8.0,35.0,21.0,230.0,49.0,73.0
2097,DMG (B),Port Phillip  Bay,2008-07-15,surface,8.5,37.0,0.79,120.0,46.0,68.0
939,Patterson River,Port Phillip  Bay,2008-07-16,surface,8.8,37.0,1.3,140.0,57.0,69.0
1282,Dromana,Port Phillip  Bay,2008-07-16,surface,8.8,37.0,0.19,120.0,39.0,50.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-07-16,surface,8.7,37.0,1.3,110.0,39.0,51.0
2099,Sorrento,Port Phillip  Bay,2008-07-16,surface,8.7,36.0,0.56,120.0,35.0,44.0
2100,Popes Eye,Port Phillip  Bay,2008-07-16,surface,8.4,37.0,0.36,110.0,37.0,46.0
369,Long Reef,Port Phillip  Bay,2008-07-17,surface,8.9,37.0,2.7,440.0,200.0,230.0
1911,Corio,Port Phillip  Bay,2008-07-17,surface,8.6,38.0,5.9,150.0,77.0,92.0
369,Long Reef,Port Phillip  Bay,2008-08-12,surface,8.7,37.0,0.93,150.0,82.0,92.0
1911,Corio,Port Phillip  Bay,2008-08-12,surface,8.6,38.0,4.6,150.0,76.0,87.0
2096,Newport,Port Phillip  Bay,2008-08-12,surface,8.2,35.0,7.1,200.0,63.0,76.0
939,Patterson River,Port Phillip  Bay,2008-08-16,surface,9.0,36.0,3.4,160.0,59.0,77.0
1229,Central,Port Phillip  Bay,2008-08-16,surface,8.8,37.0,1.1,130.0,51.0,62.0
1991,Hobsons Bay,Port Phillip  Bay,2008-08-16,surface,8.9,37.0,5.6,170.0,100.0,120.0
2097,DMG (B),Port Phillip  Bay,2008-08-16,surface,8.8,37.0,1.1,130.0,56.0,63.0
1282,Dromana,Port Phillip  Bay,2008-08-17,surface,8.9,37.0,1.4,130.0,42.0,56.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-08-17,surface,9.0,37.0,1.8,130.0,49.0,55.0
2099,Sorrento,Port Phillip  Bay,2008-08-17,surface,8.8,36.0,1.4,120.0,29.0,33.0
2100,Popes Eye,Port Phillip  Bay,2008-08-17,surface,8.8,36.0,0.87,97.0,8.2,18.0
369,Long Reef,Port Phillip  Bay,2008-09-16,surface,8.1,37.0,2.1,190.0,80.0,99.0
1229,Central,Port Phillip  Bay,2008-09-16,surface,8.3,37.0,1.1,150.0,52.0,70.0
1911,Corio,Port Phillip  Bay,2008-09-16,surface,7.9,38.0,3.8,190.0,64.0,82.0
2097,DMG (B),Port Phillip  Bay,2008-09-16,surface,8.3,37.0,0.87,150.0,53.0,70.0
939,Patterson River,Port Phillip  Bay,2008-09-17,surface,7.8,37.0,1.9,160.0,61.0,78.0
1282,Dromana,Port Phillip  Bay,2008-09-17,surface,8.2,36.0,1.0,120.0,25.0,37.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-09-17,surface,8.2,37.0,1.0,130.0,40.0,56.0
2099,Sorrento,Port Phillip  Bay,2008-09-17,surface,8.1,36.0,1.3,110.0,24.0,36.0
2100,Popes Eye,Port Phillip  Bay,2008-09-17,surface,8.1,36.0,0.48,100.0,14.0,27.0
1991,Hobsons Bay,Port Phillip  Bay,2008-09-18,surface,8.0,36.0,22.0,190.0,53.0,80.0
2096,Newport,Port Phillip  Bay,2008-09-18,surface,7.7,33.0,5.4,310.0,56.0,75.0
369,Long Reef,Port Phillip  Bay,2008-10-14,surface,8.2,37.0,1.6,190.0,80.0,97.0
1911,Corio,Port Phillip  Bay,2008-10-14,surface,8.1,38.0,1.6,220.0,64.0,86.0
2096,Newport,Port Phillip  Bay,2008-10-14,surface,8.1,36.0,5.4,210.0,93.0,110.0
939,Patterson River,Port Phillip  Bay,2008-10-15,surface,8.0,37.0,0.8,140.0,52.0,65.0
1282,Dromana,Port Phillip  Bay,2008-10-15,surface,8.0,37.0,0.97,130.0,39.0,52.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-10-15,surface,8.2,37.0,0.91,120.0,43.0,54.0
2099,Sorrento,Port Phillip  Bay,2008-10-15,surface,8.0,37.0,1.3,120.0,36.0,46.0
2100,Popes Eye,Port Phillip  Bay,2008-10-15,surface,8.0,37.0,0.4,110.0,33.0,43.0
1229,Central,Port Phillip  Bay,2008-10-16,surface,8.2,37.0,0.87,120.0,48.0,60.0
1991,Hobsons Bay,Port Phillip  Bay,2008-10-16,surface,8.0,37.0,4.3,180.0,97.0,110.0
2097,DMG (B),Port Phillip  Bay,2008-10-16,surface,8.2,37.0,0.48,140.0,52.0,63.0
939,Patterson River,Port Phillip  Bay,2008-11-11,surface,7.5,37.0,0.67,150.0,63.0,82.0
1229,Central,Port Phillip  Bay,2008-11-11,surface,7.6,37.0,0.28,130.0,46.0,61.0
1282,Dromana,Port Phillip  Bay,2008-11-11,surface,7.8,37.0,0.58,120.0,34.0,47.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-11-11,surface,7.6,37.0,0.6,120.0,34.0,45.0
2099,Sorrento,Port Phillip  Bay,2008-11-11,surface,7.7,36.0,0.59,98.0,20.0,29.0
2100,Popes Eye,Port Phillip  Bay,2008-11-11,surface,7.6,36.0,0.87,100.0,16.0,27.0
369,Long Reef,Port Phillip  Bay,2008-11-12,surface,8.1,37.0,0.48,230.0,160.0,200.0
1911,Corio,Port Phillip  Bay,2008-11-12,surface,7.9,38.0,0.74,170.0,56.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,2008-11-12,surface,7.3,35.0,2.6,210.0,71.0,100.0
2096,Newport,Port Phillip  Bay,2008-11-12,surface,7.1,35.0,3.5,240.0,73.0,96.0
2097,DMG (B),Port Phillip  Bay,2008-11-12,surface,7.5,37.0,0.49,130.0,47.0,59.0
939,Patterson River,Port Phillip  Bay,2008-12-08,surface,7.3,36.0,2.2,190.0,48.0,67.0
1229,Central,Port Phillip  Bay,2008-12-08,surface,7.3,37.0,0.96,140.0,44.0,59.0
1282,Dromana,Port Phillip  Bay,2008-12-08,surface,7.8,37.0,1.3,160.0,31.0,46.0
1991,Hobsons Bay,Port Phillip  Bay,2008-12-08,surface,7.1,37.0,2.4,250.0,54.0,73.0
2096,Newport,Port Phillip  Bay,2008-12-08,surface,8.0,34.0,4.8,210.0,46.0,74.0
2097,DMG (B),Port Phillip  Bay,2008-12-08,surface,7.3,37.0,0.58,140.0,44.0,60.0
2098,Middle Ground Shelf,Port Phillip  Bay,2008-12-08,surface,7.2,37.0,0.67,130.0,37.0,50.0
369,Long Reef,Port Phillip  Bay,2008-12-09,surface,7.3,37.0,1.2,160.0,41.0,64.0
1911,Corio,Port Phillip  Bay,2008-12-09,surface,7.3,38.0,1.0,180.0,53.0,70.0
2099,Sorrento,Port Phillip  Bay,2008-12-09,surface,7.3,36.0,0.67,120.0,27.0,39.0
2100,Popes Eye,Port Phillip  Bay,2008-12-09,surface,7.6,36.0,0.091,91.0,7.5,15.0
939,Patterson River,Port Phillip  Bay,2009-01-12,surface,7.3,37.0,0.67,140.0,51.0,57.0
1229,Central,Port Phillip  Bay,2009-01-12,surface,7.2,37.0,0.19,170.0,50.0,57.0
1282,Dromana,Port Phillip  Bay,2009-01-12,surface,7.3,37.0,0.39,140.0,42.0,54.0
2097,DMG (B),Port Phillip  Bay,2009-01-12,surface,7.2,37.0,1.3,150.0,52.0,63.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-01-12,surface,7.2,37.0,0.39,140.0,41.0,44.0
2099,Sorrento,Port Phillip  Bay,2009-01-12,surface,7.7,36.0,0.56,94.0,11.0,15.0
2100,Popes Eye,Port Phillip  Bay,2009-01-12,surface,7.6,36.0,0.29,84.0,3.3,10.0
369,Long Reef,Port Phillip  Bay,2009-01-13,surface,7.0,38.0,1.3,200.0,84.0,100.0
1911,Corio,Port Phillip  Bay,2009-01-13,surface,7.2,38.0,1.2,200.0,58.0,71.0
1991,Hobsons Bay,Port Phillip  Bay,2009-01-13,surface,6.8,37.0,3.9,190.0,61.0,81.0
2096,Newport,Port Phillip  Bay,2009-01-13,surface,6.4,36.0,21.0,240.0,61.0,87.0
939,Patterson River,Port Phillip  Bay,2009-02-10,surface,6.8,37.0,0.59,180.0,49.0,64.0
1229,Central,Port Phillip  Bay,2009-02-10,surface,6.8,37.0,1.6,170.0,46.0,60.0
1282,Dromana,Port Phillip  Bay,2009-02-10,surface,6.8,37.0,0.47,160.0,37.0,54.0
2097,DMG (B),Port Phillip  Bay,2009-02-10,surface,6.7,37.0,1.7,170.0,44.0,60.0
2099,Sorrento,Port Phillip  Bay,2009-02-10,surface,7.2,36.0,0.37,120.0,11.0,25.0
2100,Popes Eye,Port Phillip  Bay,2009-02-10,surface,7.3,36.0,0.39,120.0,2.1,18.0
369,Long Reef,Port Phillip  Bay,2009-02-11,surface,6.8,38.0,4.6,220.0,61.0,83.0
1911,Corio,Port Phillip  Bay,2009-02-11,surface,6.7,39.0,4.2,230.0,64.0,82.0
1991,Hobsons Bay,Port Phillip  Bay,2009-02-11,surface,6.9,37.0,5.1,190.0,49.0,62.0
2096,Newport,Port Phillip  Bay,2009-02-11,surface,6.4,36.0,25.0,270.0,63.0,94.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-02-11,surface,6.7,37.0,0.77,160.0,44.0,52.0
939,Patterson River,Port Phillip  Bay,2009-03-10,surface,7.2,37.0,0.89,140.0,42.0,58.0
1229,Central,Port Phillip  Bay,2009-03-10,surface,7.0,38.0,1.4,150.0,48.0,64.0
1282,Dromana,Port Phillip  Bay,2009-03-10,surface,7.1,37.0,0.9,140.0,34.0,45.0
2097,DMG (B),Port Phillip  Bay,2009-03-10,surface,7.0,38.0,1.6,160.0,53.0,68.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-03-10,surface,7.2,37.0,0.41,140.0,39.0,51.0
2099,Sorrento,Port Phillip  Bay,2009-03-10,surface,7.3,36.0,0.49,120.0,17.0,27.0
2100,Popes Eye,Port Phillip  Bay,2009-03-10,surface,7.2,36.0,0.67,120.0,4.7,12.0
369,Long Reef,Port Phillip  Bay,2009-03-11,surface,7.2,36.0,4.3,430.0,410.0,460.0
1911,Corio,Port Phillip  Bay,2009-03-11,surface,7.0,39.0,1.9,240.0,64.0,84.0
1991,Hobsons Bay,Port Phillip  Bay,2009-03-11,surface,7.3,37.0,1.9,180.0,52.0,68.0
2096,Newport,Port Phillip  Bay,2009-03-11,surface,6.9,35.0,9.3,270.0,59.0,84.0
939,Patterson River,Port Phillip  Bay,2009-04-14,surface,7.1,37.0,0.96,150.0,47.0,59.0
1229,Central,Port Phillip  Bay,2009-04-14,surface,7.2,38.0,0.37,140.0,42.0,56.0
1282,Dromana,Port Phillip  Bay,2009-04-14,surface,7.2,37.0,1.2,130.0,35.0,47.0
2097,DMG (B),Port Phillip  Bay,2009-04-14,surface,7.0,38.0,1.1,150.0,47.0,60.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-04-14,surface,7.2,37.0,2.3,140.0,34.0,46.0
2099,Sorrento,Port Phillip  Bay,2009-04-14,surface,7.3,36.0,0.87,110.0,9.8,20.0
1991,Hobsons Bay,Port Phillip  Bay,2009-04-15,surface,7.3,38.0,3.9,150.0,52.0,72.0
2096,Newport,Port Phillip  Bay,2009-04-15,surface,7.0,37.0,14.0,210.0,53.0,81.0
369,Long Reef,Port Phillip  Bay,2009-04-16,surface,7.1,38.0,1.4,150.0,49.0,66.0
1911,Corio,Port Phillip  Bay,2009-04-16,surface,7.1,39.0,3.5,210.0,58.0,81.0
2100,Popes Eye,Port Phillip  Bay,2009-04-16,surface,7.2,37.0,0.38,140.0,34.0,47.0
939,Patterson River,Port Phillip  Bay,2009-05-12,surface,7.9,37.0,0.9,160.0,50.0,69.0
1229,Central,Port Phillip  Bay,2009-05-12,surface,8.0,37.0,0.75,140.0,41.0,57.0
1282,Dromana,Port Phillip  Bay,2009-05-12,surface,7.8,37.0,0.4,140.0,42.0,58.0
2097,DMG (B),Port Phillip  Bay,2009-05-12,surface,7.9,38.0,0.68,140.0,44.0,60.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-05-12,surface,7.9,37.0,0.78,140.0,41.0,59.0
2099,Sorrento,Port Phillip  Bay,2009-05-12,surface,7.8,36.0,1.1,110.0,20.0,34.0
2100,Popes Eye,Port Phillip  Bay,2009-05-12,surface,7.7,36.0,0.22,84.0,3.9,13.0
369,Long Reef,Port Phillip  Bay,2009-05-13,surface,7.9,38.0,0.58,160.0,54.0,74.0
1911,Corio,Port Phillip  Bay,2009-05-13,surface,7.8,38.0,1.6,180.0,64.0,85.0
1991,Hobsons Bay,Port Phillip  Bay,2009-05-13,surface,8.4,37.0,0.85,150.0,69.0,89.0
2096,Newport,Port Phillip  Bay,2009-05-13,surface,7.6,36.0,10.0,200.0,58.0,80.0
939,Patterson River,Port Phillip  Bay,2009-06-09,surface,7.8,37.0,0.59,150.0,52.0,63.0
1229,Central,Port Phillip  Bay,2009-06-09,surface,7.7,37.0,0.75,140.0,43.0,51.0
1282,Dromana,Port Phillip  Bay,2009-06-09,surface,7.9,37.0,2.8,130.0,27.0,37.0
2097,DMG (B),Port Phillip  Bay,2009-06-09,surface,7.8,37.0,2.1,130.0,43.0,51.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-06-09,surface,7.8,37.0,0.75,140.0,37.0,48.0
2099,Sorrento,Port Phillip  Bay,2009-06-09,surface,7.8,36.0,0.73,100.0,11.0,21.0
2100,Popes Eye,Port Phillip  Bay,2009-06-09,surface,7.7,36.0,0.29,93.0,5.7,13.0
369,Long Reef,Port Phillip  Bay,2009-06-10,surface,8.1,38.0,1.4,170.0,67.0,81.0
1911,Corio,Port Phillip  Bay,2009-06-10,surface,7.9,38.0,1.3,180.0,62.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,2009-06-10,surface,7.7,37.0,22.0,200.0,57.0,82.0
2096,Newport,Port Phillip  Bay,2009-06-10,surface,7.4,36.0,29.0,310.0,59.0,88.0
939,Patterson River,Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.74,130.0,46.0,58.0
1229,Central,Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.48,120.0,42.0,53.0
1282,Dromana,Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.19,100.0,32.0,38.0
2097,DMG (B),Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.48,130.0,44.0,57.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.99,120.0,35.0,42.0
2099,Sorrento,Port Phillip  Bay,2009-07-07,surface,8.2,37.0,0.74,100.0,25.0,34.0
2100,Popes Eye,Port Phillip  Bay,2009-07-07,surface,8.0,36.0,0.37,87.0,5.1,11.0
369,Long Reef,Port Phillip  Bay,2009-07-08,surface,8.6,37.0,0.78,420.0,170.0,180.0
1911,Corio,Port Phillip  Bay,2009-07-08,surface,8.4,38.0,0.87,150.0,55.0,67.0
1991,Hobsons Bay,Port Phillip  Bay,2009-07-08,surface,8.5,37.0,3.2,190.0,75.0,90.0
2096,Newport,Port Phillip  Bay,2009-07-08,surface,8.3,28.0,11.0,380.0,48.0,62.0
369,Long Reef,Port Phillip  Bay,2009-08-05,surface,8.5,37.0,0.48,170.0,73.0,94.0
1911,Corio,Port Phillip  Bay,2009-08-05,surface,8.4,38.0,0.65,200.0,55.0,72.0
1991,Hobsons Bay,Port Phillip  Bay,2009-08-05,surface,8.3,37.0,2.2,150.0,43.0,60.0
2096,Newport,Port Phillip  Bay,2009-08-05,surface,8.2,33.0,5.6,260.0,32.0,61.0
939,Patterson River,Port Phillip  Bay,2009-08-11,surface,8.2,37.0,1.1,130.0,41.0,55.0
1229,Central,Port Phillip  Bay,2009-08-11,surface,8.3,37.0,0.19,120.0,36.0,48.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-08-11,surface,8.3,37.0,1.5,110.0,26.0,39.0
2099,Sorrento,Port Phillip  Bay,2009-08-11,surface,8.2,36.0,0.88,94.0,19.0,30.0
2100,Popes Eye,Port Phillip  Bay,2009-08-11,surface,8.2,36.0,0.38,110.0,22.0,34.0
1282,Dromana,Port Phillip  Bay,2009-08-13,surface,8.4,37.0,0.77,130.0,28.0,44.0
2097,DMG (B),Port Phillip  Bay,2009-08-13,surface,8.3,37.0,0.91,120.0,33.0,45.0
939,Patterson River,Port Phillip  Bay,2009-09-15,surface,8.1,37.0,0.77,140.0,38.0,55.0
1229,Central,Port Phillip  Bay,2009-09-15,surface,8.2,37.0,0.48,140.0,34.0,49.0
2097,DMG (B),Port Phillip  Bay,2009-09-15,surface,8.2,37.0,0.2,130.0,34.0,47.0
369,Long Reef,Port Phillip  Bay,2009-09-16,surface,8.9,37.0,1.1,520.0,190.0,240.0
1911,Corio,Port Phillip  Bay,2009-09-16,surface,8.7,38.0,0.48,180.0,57.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,2009-09-16,surface,8.2,36.0,3.0,170.0,37.0,51.0
2096,Newport,Port Phillip  Bay,2009-09-16,surface,8.1,30.0,8.4,340.0,33.0,55.0
1282,Dromana,Port Phillip  Bay,2009-09-18,surface,8.1,37.0,0.79,140.0,26.0,40.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-09-18,surface,8.2,37.0,0.67,110.0,24.0,35.0
2099,Sorrento,Port Phillip  Bay,2009-09-18,surface,8.1,36.0,0.88,120.0,22.0,32.0
2100,Popes Eye,Port Phillip  Bay,2009-09-18,surface,7.9,36.0,0.099,110.0,4.8,11.0
939,Patterson River,Port Phillip  Bay,2009-10-19,surface,8.0,35.0,1.6,180.0,46.0,64.0
1229,Central,Port Phillip  Bay,2009-10-19,surface,7.9,37.0,0.29,110.0,35.0,46.0
1991,Hobsons Bay,Port Phillip  Bay,2009-10-19,surface,8.1,36.0,1.2,170.0,65.0,81.0
2096,Newport,Port Phillip  Bay,2009-10-19,surface,8.2,26.0,7.5,510.0,43.0,63.0
2097,DMG (B),Port Phillip  Bay,2009-10-19,surface,7.8,37.0,0.29,130.0,42.0,53.0
369,Long Reef,Port Phillip  Bay,2009-10-21,surface,8.0,37.0,0.58,170.0,75.0,88.0
1911,Corio,Port Phillip  Bay,2009-10-21,surface,8.1,37.0,1.3,170.0,53.0,66.0
1282,Dromana,Port Phillip  Bay,2009-10-22,surface,7.9,36.0,0.58,130.0,31.0,38.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-10-22,surface,7.9,36.0,0.49,110.0,31.0,37.0
2099,Sorrento,Port Phillip  Bay,2009-10-22,surface,7.9,36.0,0.58,100.0,25.0,33.0
2100,Popes Eye,Port Phillip  Bay,2009-10-22,surface,7.9,36.0,0.77,110.0,24.0,32.0
939,Patterson River,Port Phillip  Bay,2009-11-10,surface,7.8,36.0,0.29,130.0,40.0,51.0
1991,Hobsons Bay,Port Phillip  Bay,2009-11-10,surface,7.8,36.0,2.9,140.0,34.0,53.0
2096,Newport,Port Phillip  Bay,2009-11-10,surface,8.6,34.0,6.9,170.0,27.0,57.0
2097,DMG (B),Port Phillip  Bay,2009-11-10,surface,7.9,37.0,0.86,120.0,31.0,49.0
1282,Dromana,Port Phillip  Bay,2009-11-11,surface,7.7,37.0,0.77,110.0,31.0,43.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-11-11,surface,7.6,36.0,0.39,92.0,23.0,30.0
2099,Sorrento,Port Phillip  Bay,2009-11-11,surface,7.7,36.0,0.29,87.0,17.0,24.0
2100,Popes Eye,Port Phillip  Bay,2009-11-11,surface,7.7,36.0,0.77,88.0,18.0,23.0
369,Long Reef,Port Phillip  Bay,2009-11-12,surface,7.6,37.0,1.2,160.0,92.0,100.0
1229,Central,Port Phillip  Bay,2009-11-12,surface,7.5,37.0,0.19,130.0,34.0,49.0
1911,Corio,Port Phillip  Bay,2009-11-12,surface,7.8,38.0,1.4,160.0,49.0,59.0
939,Patterson River,Port Phillip  Bay,2009-12-07,surface,7.3,33.0,3.0,250.0,27.0,56.0
1229,Central,Port Phillip  Bay,2009-12-07,surface,7.2,37.0,0.58,160.0,33.0,51.0
2097,DMG (B),Port Phillip  Bay,2009-12-07,surface,7.2,37.0,0.77,160.0,36.0,54.0
369,Long Reef,Port Phillip  Bay,2009-12-09,surface,6.8,37.0,1.4,200.0,120.0,140.0
1282,Dromana,Port Phillip  Bay,2009-12-09,surface,7.4,36.0,0.58,140.0,28.0,37.0
1911,Corio,Port Phillip  Bay,2009-12-09,surface,6.8,37.0,0.67,210.0,57.0,75.0
1991,Hobsons Bay,Port Phillip  Bay,2009-12-09,surface,7.0,35.0,4.3,200.0,36.0,60.0
2096,Newport,Port Phillip  Bay,2009-12-09,surface,7.7,25.0,6.5,550.0,36.0,75.0
2098,Middle Ground Shelf,Port Phillip  Bay,2009-12-09,surface,7.3,36.0,0.78,120.0,28.0,36.0
2099,Sorrento,Port Phillip  Bay,2009-12-10,surface,7.5,36.0,0.58,88.0,4.6,7.3
2100,Popes Eye,Port Phillip  Bay,2009-12-10,surface,7.5,36.0,0.39,94.0,2.6,11.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-01-13,surface,7.1,37.0,0.38,150.0,31.0,46.0
2099,Sorrento,Port Phillip  Bay,2010-01-13,surface,7.2,36.0,0.69,120.0,14.0,25.0
2100,Popes Eye,Port Phillip  Bay,2010-01-13,surface,7.4,36.0,0.19,110.0,4.1,12.0
939,Patterson River,Port Phillip  Bay,2010-01-14,surface,6.8,37.0,0.67,160.0,46.0,61.0
1229,Central,Port Phillip  Bay,2010-01-14,surface,7.0,37.0,1.2,160.0,35.0,53.0
1282,Dromana,Port Phillip  Bay,2010-01-14,surface,7.1,37.0,0.57,150.0,27.0,43.0
2097,DMG (B),Port Phillip  Bay,2010-01-14,surface,7.2,37.0,1.1,150.0,36.0,54.0
369,Long Reef,Port Phillip  Bay,2010-01-15,surface,6.7,38.0,1.6,220.0,73.0,110.0
1911,Corio,Port Phillip  Bay,2010-01-15,surface,8.0,38.0,0.77,240.0,63.0,93.0
1991,Hobsons Bay,Port Phillip  Bay,2010-01-15,surface,6.6,36.0,7.2,220.0,55.0,88.0
2096,Newport,Port Phillip  Bay,2010-01-15,surface,6.7,32.0,7.8,320.0,40.0,78.0
939,Patterson River,Port Phillip  Bay,2010-02-10,surface,6.8,37.0,0.57,150.0,47.0,61.0
1229,Central,Port Phillip  Bay,2010-02-10,surface,6.8,37.0,0.58,140.0,42.0,57.0
2096,Newport,Port Phillip  Bay,2010-02-10,surface,7.0,35.0,6.8,240.0,43.0,73.0
2097,DMG (B),Port Phillip  Bay,2010-02-10,surface,6.8,37.0,0.69,150.0,44.0,57.0
369,Long Reef,Port Phillip  Bay,2010-02-11,surface,6.5,37.0,0.67,190.0,59.0,78.0
1911,Corio,Port Phillip  Bay,2010-02-11,surface,7.1,38.0,0.97,290.0,55.0,91.0
1991,Hobsons Bay,Port Phillip  Bay,2010-02-11,surface,6.9,37.0,1.6,160.0,44.0,62.0
1282,Dromana,Port Phillip  Bay,2010-02-12,surface,6.6,37.0,0.58,150.0,30.0,47.0
