site_id,site_name_short,water_body,date,type,do_mg,sal,tss,n_total,p_po4,p_total
369,Long Reef,Port Phillip  Bay,2016-01-19,surface,8.0,37.0,,,,
939,Patterson River,Port Phillip  Bay,2016-01-19,surface,,,0.7,210.0,60.0,70.0
939,Patterson River,Port Phillip  Bay,2016-01-19,surface,7.5,37.0,,,,
1229,Central,Port Phillip  Bay,2016-01-19,surface,,,1.3,220.0,58.0,60.0
1229,Central,Port Phillip  Bay,2016-01-19,surface,7.3,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-01-19,surface,,,1.0,270.0,72.0,80.0
1911,Corio,Port Phillip  Bay,2016-01-19,surface,6.8,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-01-19,surface,,,3.5,260.0,64.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2016-01-19,surface,7.5,36.0,,,,
2096,Newport,Port Phillip  Bay,2016-01-19,surface,,,2.8,320.0,73.0,80.0
2096,Newport,Port Phillip  Bay,2016-01-19,surface,7.5,35.0,,,,
369,Long Reef,Port Phillip  Bay,2016-02-09,surface,,,1.5,280.0,150.0,160.0
369,Long Reef,Port Phillip  Bay,2016-02-09,surface,7.2,37.0,,,,
939,Patterson River,Port Phillip  Bay,2016-02-09,surface,,,0.8,170.0,58.0,70.0
939,Patterson River,Port Phillip  Bay,2016-02-09,surface,7.1,37.0,,,,
1229,Central,Port Phillip  Bay,2016-02-09,surface,,,1.1,210.0,57.0,60.0
1229,Central,Port Phillip  Bay,2016-02-09,surface,7.2,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-02-09,surface,,,2.0,270.0,76.0,90.0
1911,Corio,Port Phillip  Bay,2016-02-09,surface,7.3,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-02-09,surface,,,2.5,250.0,75.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2016-02-09,surface,7.4,36.0,,,,
2096,Newport,Port Phillip  Bay,2016-02-09,surface,,,5.6,290.0,62.0,90.0
2096,Newport,Port Phillip  Bay,2016-02-09,surface,8.4,33.0,,,,
369,Long Reef,Port Phillip  Bay,2016-03-10,surface,,,1.1,310.0,96.0,110.0
369,Long Reef,Port Phillip  Bay,2016-03-10,surface,6.9,38.0,,,,
939,Patterson River,Port Phillip  Bay,2016-03-10,surface,,,1.6,270.0,68.0,80.0
939,Patterson River,Port Phillip  Bay,2016-03-10,surface,7.1,37.0,,,,
1229,Central,Port Phillip  Bay,2016-03-10,surface,,,1.2,210.0,67.0,70.0
1229,Central,Port Phillip  Bay,2016-03-10,surface,7.1,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-03-10,surface,,,3.2,280.0,80.0,100.0
1911,Corio,Port Phillip  Bay,2016-03-10,surface,6.7,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-03-10,surface,,,1.5,270.0,94.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2016-03-10,surface,7.1,37.0,,,,
2096,Newport,Port Phillip  Bay,2016-03-10,surface,,,3.2,220.0,85.0,110.0
2096,Newport,Port Phillip  Bay,2016-03-10,surface,6.7,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-04-08,surface,,,1.8,300.0,81.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2016-04-08,surface,7.4,36.0,,,,
2096,Newport,Port Phillip  Bay,2016-04-08,surface,,,5.0,380.0,85.0,100.0
2096,Newport,Port Phillip  Bay,2016-04-08,surface,6.8,34.0,,,,
369,Long Reef,Port Phillip  Bay,2016-04-22,surface,,,2.1,310.0,120.0,140.0
369,Long Reef,Port Phillip  Bay,2016-04-22,surface,8.4,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-04-22,surface,,,5.0,310.0,79.0,90.0
1911,Corio,Port Phillip  Bay,2016-04-22,surface,8.0,38.0,,,,
369,Long Reef,Port Phillip  Bay,2016-05-12,surface,,,2.7,270.0,110.0,120.0
369,Long Reef,Port Phillip  Bay,2016-05-12,surface,8.1,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-05-12,surface,,,4.8,320.0,80.0,100.0
1911,Corio,Port Phillip  Bay,2016-05-12,surface,8.0,38.0,,,,
2096,Newport,Port Phillip  Bay,2016-05-12,surface,,,4.3,300.0,71.0,80.0
2096,Newport,Port Phillip  Bay,2016-05-12,surface,7.5,35.0,,,,
939,Patterson River,Port Phillip  Bay,2016-05-13,surface,,,1.8,250.0,65.0,70.0
939,Patterson River,Port Phillip  Bay,2016-05-13,surface,8.0,37.0,,,,
1229,Central,Port Phillip  Bay,2016-05-13,surface,,,1.6,230.0,58.0,70.0
1229,Central,Port Phillip  Bay,2016-05-13,surface,7.9,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-05-13,surface,,,2.0,240.0,69.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2016-05-13,surface,7.8,37.0,,,,
369,Long Reef,Port Phillip  Bay,2016-06-16,surface,,,0.7,480.0,210.0,220.0
369,Long Reef,Port Phillip  Bay,2016-06-16,surface,9.3,37.0,,,,
1911,Corio,Port Phillip  Bay,2016-06-16,surface,,,4.5,280.0,77.0,90.0
1911,Corio,Port Phillip  Bay,2016-06-16,surface,9.1,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-06-16,surface,,,1.7,240.0,66.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2016-06-16,surface,8.6,36.0,,,,
939,Patterson River,Port Phillip  Bay,2016-06-17,surface,,,1.2,210.0,66.0,80.0
1229,Central,Port Phillip  Bay,2016-06-17,surface,,,1.2,200.0,54.0,70.0
1229,Central,Port Phillip  Bay,2016-06-17,surface,8.7,37.0,,,,
2096,Newport,Port Phillip  Bay,2016-06-17,surface,,,3.0,320.0,67.0,90.0
2096,Newport,Port Phillip  Bay,2016-06-17,surface,8.5,36.0,,,,
369,Long Reef,Port Phillip  Bay,2016-07-15,surface,,,0.7,290.0,100.0,120.0
369,Long Reef,Port Phillip  Bay,2016-07-15,surface,9.3,37.0,,,,
939,Patterson River,Port Phillip  Bay,2016-07-15,surface,,,1.6,400.0,66.0,80.0
939,Patterson River,Port Phillip  Bay,2016-07-15,surface,9.2,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-07-15,surface,,,1.4,400.0,68.0,90.0
1911,Corio,Port Phillip  Bay,2016-07-15,surface,9.0,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-07-15,surface,,,0.9,240.0,62.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2016-07-15,surface,9.2,36.0,,,,
2096,Newport,Port Phillip  Bay,2016-07-15,surface,,,8.5,460.0,58.0,70.0
2096,Newport,Port Phillip  Bay,2016-07-15,surface,9.1,35.0,,,,
369,Long Reef,Port Phillip  Bay,2016-08-04,surface,,,0.9,210.0,99.0,110.0
369,Long Reef,Port Phillip  Bay,2016-08-04,surface,9.0,37.0,,,,
939,Patterson River,Port Phillip  Bay,2016-08-04,surface,,,2.1,200.0,57.0,70.0
939,Patterson River,Port Phillip  Bay,2016-08-04,surface,9.1,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-08-04,surface,,,2.1,240.0,72.0,80.0
1911,Corio,Port Phillip  Bay,2016-08-04,surface,9.1,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-08-04,surface,,,1.0,400.0,56.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2016-08-04,surface,9.1,30.0,,,,
2096,Newport,Port Phillip  Bay,2016-08-04,surface,,,9.5,870.0,46.0,80.0
2096,Newport,Port Phillip  Bay,2016-08-04,surface,9.0,24.0,,,,
369,Long Reef,Port Phillip  Bay,2016-09-20,surface,,,3.9,410.0,180.0,200.0
369,Long Reef,Port Phillip  Bay,2016-09-20,surface,,36.0,,,,
939,Patterson River,Port Phillip  Bay,2016-09-20,surface,,,2.2,240.0,33.0,60.0
939,Patterson River,Port Phillip  Bay,2016-09-20,surface,8.5,35.0,,,,
1229,Central,Port Phillip  Bay,2016-09-20,surface,,,0.5,190.0,43.0,60.0
1229,Central,Port Phillip  Bay,2016-09-20,surface,8.4,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-09-20,surface,,,1.2,220.0,57.0,60.0
1911,Corio,Port Phillip  Bay,2016-09-20,surface,8.2,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-09-20,surface,,,7.5,360.0,52.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2016-09-20,surface,8.5,32.0,,,,
369,Long Reef,Port Phillip  Bay,2016-10-13,surface,,,4.4,230.0,94.0,110.0
369,Long Reef,Port Phillip  Bay,2016-10-13,surface,8.7,36.0,,,,
939,Patterson River,Port Phillip  Bay,2016-10-13,surface,,,1.3,180.0,46.0,60.0
939,Patterson River,Port Phillip  Bay,2016-10-13,surface,8.6,35.0,,,,
1229,Central,Port Phillip  Bay,2016-10-13,surface,,,1.5,160.0,51.0,60.0
1229,Central,Port Phillip  Bay,2016-10-13,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-10-13,surface,,,1.7,220.0,65.0,80.0
1911,Corio,Port Phillip  Bay,2016-10-13,surface,8.5,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-10-13,surface,,,4.6,250.0,44.0,60.0
1991,Hobsons Bay,Port Phillip  Bay,2016-10-13,surface,,33.0,,,,
369,Long Reef,Port Phillip  Bay,2016-11-08,surface,,,1.3,210.0,62.0,70.0
369,Long Reef,Port Phillip  Bay,2016-11-08,surface,8.2,36.0,,,,
939,Patterson River,Port Phillip  Bay,2016-11-08,surface,,,2.5,210.0,63.0,70.0
939,Patterson River,Port Phillip  Bay,2016-11-08,surface,7.6,35.0,,,,
1229,Central,Port Phillip  Bay,2016-11-08,surface,,,1.7,190.0,50.0,60.0
1229,Central,Port Phillip  Bay,2016-11-08,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-11-08,surface,,,14.0,230.0,60.0,70.0
1911,Corio,Port Phillip  Bay,2016-11-08,surface,8.0,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-11-08,surface,,,3.8,250.0,82.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2016-11-08,surface,,35.0,,,,
369,Long Reef,Port Phillip  Bay,2016-12-07,surface,,,1.7,260.0,13.0,150.0
369,Long Reef,Port Phillip  Bay,2016-12-07,surface,7.2,36.0,,,,
939,Patterson River,Port Phillip  Bay,2016-12-07,surface,,,0.3,190.0,52.0,60.0
939,Patterson River,Port Phillip  Bay,2016-12-07,surface,7.5,36.0,,,,
1229,Central,Port Phillip  Bay,2016-12-07,surface,,,0.9,170.0,49.0,60.0
1229,Central,Port Phillip  Bay,2016-12-07,surface,,36.0,,,,
1282,Dromana,Port Phillip  Bay,2016-12-07,surface,,,1.4,170.0,40.0,50.0
1282,Dromana,Port Phillip  Bay,2016-12-07,surface,7.5,36.0,,,,
1911,Corio,Port Phillip  Bay,2016-12-07,surface,,,1.4,180.0,54.0,60.0
1911,Corio,Port Phillip  Bay,2016-12-07,surface,7.0,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2016-12-07,surface,,,3.1,260.0,71.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2016-12-07,surface,6.9,35.0,,,,
369,Long Reef,Port Phillip  Bay,2017-01-06,surface,,,2.2,250.0,72.0,90.0
369,Long Reef,Port Phillip  Bay,2017-01-06,surface,,37.0,,,,
939,Patterson River,Port Phillip  Bay,2017-01-06,surface,,,2.6,240.0,53.0,70.0
939,Patterson River,Port Phillip  Bay,2017-01-06,surface,,36.0,,,,
1229,Central,Port Phillip  Bay,2017-01-06,surface,,,1.2,230.0,55.0,60.0
1229,Central,Port Phillip  Bay,2017-01-06,surface,,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-01-06,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-01-06,surface,,,3.5,260.0,70.0,80.0
1911,Corio,Port Phillip  Bay,2017-01-06,surface,,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-01-06,surface,,,3.3,290.0,41.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2017-01-06,surface,,34.0,,,,
369,Long Reef,Port Phillip  Bay,2017-02-17,surface,,,4.6,270.0,69.0,100.0
369,Long Reef,Port Phillip  Bay,2017-02-17,surface,,37.0,,,,
939,Patterson River,Port Phillip  Bay,2017-02-17,surface,,,0.9,210.0,59.0,70.0
939,Patterson River,Port Phillip  Bay,2017-02-17,surface,,36.0,,,,
1229,Central,Port Phillip  Bay,2017-02-17,surface,,,2.5,200.0,54.0,60.0
1229,Central,Port Phillip  Bay,2017-02-17,surface,,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-02-17,surface,,,3.9,200.0,47.0,60.0
1282,Dromana,Port Phillip  Bay,2017-02-17,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-02-17,surface,,,6.5,250.0,80.0,90.0
1911,Corio,Port Phillip  Bay,2017-02-17,surface,,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-02-17,surface,,,3.6,270.0,81.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2017-02-17,surface,,35.0,,,,
369,Long Reef,Port Phillip  Bay,2017-03-08,surface,,,27.0,400.0,130.0,160.0
369,Long Reef,Port Phillip  Bay,2017-03-08,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-03-08,surface,,,14.0,270.0,71.0,90.0
1911,Corio,Port Phillip  Bay,2017-03-08,surface,,38.0,,,,
939,Patterson River,Port Phillip  Bay,2017-03-09,surface,,,2.0,200.0,52.0,60.0
939,Patterson River,Port Phillip  Bay,2017-03-09,surface,5.0,36.0,,,,
1229,Central,Port Phillip  Bay,2017-03-09,surface,,,8.0,230.0,61.0,80.0
1229,Central,Port Phillip  Bay,2017-03-09,surface,5.3,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-03-09,surface,,,1.2,210.0,44.0,60.0
1282,Dromana,Port Phillip  Bay,2017-03-09,surface,4.8,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-03-09,surface,,,3.8,260.0,69.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2017-03-09,surface,5.0,35.0,,,,
939,Patterson River,Port Phillip  Bay,2017-04-06,surface,,,1.5,200.0,44.0,60.0
939,Patterson River,Port Phillip  Bay,2017-04-06,surface,,36.0,,,,
1229,Central,Port Phillip  Bay,2017-04-06,surface,,,2.7,190.0,57.0,60.0
1229,Central,Port Phillip  Bay,2017-04-06,surface,,37.0,,,,
1282,Dromana,Port Phillip  Bay,2017-04-06,surface,,,1.9,170.0,23.0,40.0
1282,Dromana,Port Phillip  Bay,2017-04-06,surface,,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-04-06,surface,,,3.7,240.0,53.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2017-04-06,surface,,35.0,,,,
369,Long Reef,Port Phillip  Bay,2017-04-07,surface,,,12.0,290.0,110.0,140.0
369,Long Reef,Port Phillip  Bay,2017-04-07,surface,,37.0,,,,
1911,Corio,Port Phillip  Bay,2017-04-07,surface,,,11.0,250.0,69.0,90.0
1911,Corio,Port Phillip  Bay,2017-04-07,surface,,37.0,,,,
939,Patterson River,Port Phillip  Bay,2017-05-05,surface,,,1.7,250.0,79.0,90.0
939,Patterson River,Port Phillip  Bay,2017-05-05,surface,,35.0,,,,
1229,Central,Port Phillip  Bay,2017-05-05,surface,,,11.0,200.0,68.0,70.0
1229,Central,Port Phillip  Bay,2017-05-05,surface,,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-05-05,surface,,,1.3,230.0,65.0,70.0
1282,Dromana,Port Phillip  Bay,2017-05-05,surface,,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-05-05,surface,,,5.8,330.0,96.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2017-05-05,surface,,35.0,,,,
369,Long Reef,Port Phillip  Bay,2017-05-10,surface,,,1.9,240.0,65.0,90.0
369,Long Reef,Port Phillip  Bay,2017-05-10,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-05-10,surface,,,0.9,260.0,87.0,90.0
1911,Corio,Port Phillip  Bay,2017-05-10,surface,,36.0,,,,
939,Patterson River,Port Phillip  Bay,2017-06-07,surface,,,1.1,210.0,68.0,80.0
939,Patterson River,Port Phillip  Bay,2017-06-07,surface,,36.0,,,,
1229,Central,Port Phillip  Bay,2017-06-07,surface,,,1.3,200.0,61.0,70.0
1229,Central,Port Phillip  Bay,2017-06-07,surface,,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-06-07,surface,,,1.0,150.0,21.0,30.0
1282,Dromana,Port Phillip  Bay,2017-06-07,surface,,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-06-07,surface,,,3.9,310.0,99.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,2017-06-07,surface,,35.0,,,,
369,Long Reef,Port Phillip  Bay,2017-06-08,surface,,,1.5,230.0,85.0,100.0
369,Long Reef,Port Phillip  Bay,2017-06-08,surface,,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-06-08,surface,,,1.0,220.0,74.0,80.0
1911,Corio,Port Phillip  Bay,2017-06-08,surface,,37.0,,,,
939,Patterson River,Port Phillip  Bay,2017-08-30,surface,,,3.8,210.0,54.0,60.0
939,Patterson River,Port Phillip  Bay,2017-08-30,surface,8.9,35.0,,,,
1229,Central,Port Phillip  Bay,2017-08-30,surface,,,1.9,200.0,55.0,60.0
1229,Central,Port Phillip  Bay,2017-08-30,surface,8.8,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-08-30,surface,,,4.0,180.0,37.0,40.0
1282,Dromana,Port Phillip  Bay,2017-08-30,surface,7.5,35.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-08-30,surface,,,2.9,280.0,89.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2017-08-30,surface,9.4,36.0,,,,
369,Long Reef,Port Phillip  Bay,2017-08-31,surface,,,4.4,230.0,86.0,90.0
369,Long Reef,Port Phillip  Bay,2017-08-31,surface,8.9,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-08-31,surface,,,1.0,220.0,65.0,70.0
1911,Corio,Port Phillip  Bay,2017-08-31,surface,8.8,36.0,,,,
939,Patterson River,Port Phillip  Bay,2017-10-03,surface,,,0.8,220.0,47.0,70.0
939,Patterson River,Port Phillip  Bay,2017-10-03,surface,8.2,35.0,,,,
1229,Central,Port Phillip  Bay,2017-10-03,surface,,,1.0,160.0,47.0,50.0
1229,Central,Port Phillip  Bay,2017-10-03,surface,8.3,36.0,,,,
1282,Dromana,Port Phillip  Bay,2017-10-03,surface,,,2.8,180.0,24.0,30.0
1282,Dromana,Port Phillip  Bay,2017-10-03,surface,8.3,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-10-03,surface,,,2.1,240.0,72.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2017-10-03,surface,8.4,36.0,,,,
369,Long Reef,Port Phillip  Bay,2017-10-04,surface,,,1.0,340.0,120.0,130.0
369,Long Reef,Port Phillip  Bay,2017-10-04,surface,9.4,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-10-04,surface,,,1.3,230.0,62.0,70.0
1911,Corio,Port Phillip  Bay,2017-10-04,surface,8.4,36.0,,,,
369,Long Reef,Port Phillip  Bay,2017-12-18,surface,,,1.5,270.0,140.0,160.0
369,Long Reef,Port Phillip  Bay,2017-12-18,surface,7.3,36.0,,,,
939,Patterson River,Port Phillip  Bay,2017-12-18,surface,,,0.7,200.0,51.0,60.0
939,Patterson River,Port Phillip  Bay,2017-12-18,surface,7.0,36.0,,,,
1229,Central,Port Phillip  Bay,2017-12-18,surface,,,1.2,220.0,46.0,60.0
1229,Central,Port Phillip  Bay,2017-12-18,surface,5.6,35.0,,,,
1282,Dromana,Port Phillip  Bay,2017-12-18,surface,,,0.8,190.0,45.0,60.0
1282,Dromana,Port Phillip  Bay,2017-12-18,surface,7.2,36.0,,,,
1911,Corio,Port Phillip  Bay,2017-12-18,surface,,,1.7,240.0,52.0,80.0
1911,Corio,Port Phillip  Bay,2017-12-18,surface,7.3,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2017-12-18,surface,,,8.8,310.0,53.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2017-12-18,surface,7.6,34.0,,,,
369,Long Reef,Port Phillip  Bay,2018-02-06,surface,,,2.2,320.0,180.0,220.0
369,Long Reef,Port Phillip  Bay,2018-02-06,surface,7.0,36.0,,,,
1911,Corio,Port Phillip  Bay,2018-02-06,surface,,,4.5,270.0,74.0,100.0
1911,Corio,Port Phillip  Bay,2018-02-06,surface,6.9,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2018-02-06,surface,,,9.4,240.0,64.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2018-02-06,surface,7.2,35.0,,,,
939,Patterson River,Port Phillip  Bay,2018-02-08,surface,,,1.5,200.0,30.0,80.0
939,Patterson River,Port Phillip  Bay,2018-02-08,surface,5.2,36.0,,,,
1229,Central,Port Phillip  Bay,2018-02-08,surface,,,2.6,190.0,43.0,60.0
1229,Central,Port Phillip  Bay,2018-02-08,surface,5.1,36.0,,,,
1282,Dromana,Port Phillip  Bay,2018-02-08,surface,,,1.9,210.0,61.0,80.0
1282,Dromana,Port Phillip  Bay,2018-02-08,surface,5.5,36.0,,,,
369,Long Reef,Port Phillip  Bay,2018-05-16,surface,,,1.9,230.0,68.0,80.0
369,Long Reef,Port Phillip  Bay,2018-05-16,surface,7.8,37.0,,,,
939,Patterson River,Port Phillip  Bay,2018-05-16,surface,,,4.2,220.0,65.0,70.0
939,Patterson River,Port Phillip  Bay,2018-05-16,surface,7.8,36.0,,,,
1229,Central,Port Phillip  Bay,2018-05-16,surface,,,1.4,220.0,55.0,60.0
1229,Central,Port Phillip  Bay,2018-05-16,surface,7.6,37.0,,,,
1282,Dromana,Port Phillip  Bay,2018-05-16,surface,7.7,36.0,,,,
1911,Corio,Port Phillip  Bay,2018-05-16,surface,,,2.0,260.0,64.0,80.0
1911,Corio,Port Phillip  Bay,2018-05-16,surface,8.1,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2018-05-16,surface,,,2.6,330.0,92.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2018-05-16,surface,7.8,35.0,,,,
369,Long Reef,Port Phillip  Bay,2018-06-21,surface,,,3.5,360.0,110.0,130.0
369,Long Reef,Port Phillip  Bay,2018-06-21,surface,8.3,37.0,,,,
939,Patterson River,Port Phillip  Bay,2018-06-21,surface,,,2.5,260.0,62.0,70.0
939,Patterson River,Port Phillip  Bay,2018-06-21,surface,8.4,35.0,,,,
1229,Central,Port Phillip  Bay,2018-06-21,surface,,,1.4,240.0,57.0,70.0
1229,Central,Port Phillip  Bay,2018-06-21,surface,8.0,37.0,,,,
1282,Dromana,Port Phillip  Bay,2018-06-21,surface,,,1.5,180.0,44.0,50.0
1282,Dromana,Port Phillip  Bay,2018-06-21,surface,8.1,36.0,,,,
1911,Corio,Port Phillip  Bay,2018-06-21,surface,,,2.0,230.0,57.0,70.0
1911,Corio,Port Phillip  Bay,2018-06-21,surface,8.5,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2018-06-21,surface,,,5.3,350.0,82.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2018-06-21,surface,8.5,36.0,,,,
369,Long Reef,Port Phillip  Bay,2018-08-28,surface,9.4,37.0,1.2,220.0,82.0,90.0
939,Patterson River,Port Phillip  Bay,2018-08-28,surface,11.0,36.0,1.3,190.0,53.0,60.0
1229,Central,Port Phillip  Bay,2018-08-28,surface,11.0,36.0,1.0,210.0,57.0,70.0
1282,Dromana,Port Phillip  Bay,2018-08-28,surface,11.0,36.0,1.2,190.0,40.0,50.0
1911,Corio,Port Phillip  Bay,2018-08-28,surface,11.0,37.0,1.8,220.0,59.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2018-08-28,surface,11.0,36.0,1.1,240.0,63.0,80.0
369,Long Reef,Port Phillip  Bay,2018-09-21,surface,9.4,37.0,1.4,220.0,77.0,90.0
1229,Central,Port Phillip  Bay,2018-09-21,surface,12.0,36.0,1.3,200.0,50.0,60.0
1911,Corio,Port Phillip  Bay,2018-09-21,surface,13.0,37.0,1.8,240.0,55.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2018-09-21,surface,12.0,36.0,1.0,200.0,46.0,60.0
939,Patterson River,Port Phillip  Bay,2018-09-26,surface,12.0,36.0,1.0,220.0,50.0,60.0
1282,Dromana,Port Phillip  Bay,2018-09-26,surface,13.0,36.0,1.6,210.0,30.0,40.0
369,Long Reef,Port Phillip  Bay,2018-10-25,surface,,37.0,,,,
369,Long Reef,Port Phillip  Bay,2018-10-25,surface,8.0,,3.3,320.0,99.0,120.0
939,Patterson River,Port Phillip  Bay,2018-10-25,surface,16.0,36.0,1.1,220.0,54.0,60.0
1229,Central,Port Phillip  Bay,2018-10-25,surface,16.0,36.0,0.7,200.0,46.0,50.0
1282,Dromana,Port Phillip  Bay,2018-10-25,surface,15.0,36.0,1.1,200.0,44.0,50.0
1911,Corio,Port Phillip  Bay,2018-10-25,surface,16.0,36.0,1.1,250.0,57.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2018-10-25,surface,16.0,35.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2018-10-25,surface,,,4.6,230.0,50.0,60.0
369,Long Reef,Port Phillip  Bay,2018-12-12,surface,7.6,37.0,2.2,310.0,120.0,150.0
939,Patterson River,Port Phillip  Bay,2018-12-12,surface,16.0,36.0,2.4,230.0,57.0,70.0
1229,Central,Port Phillip  Bay,2018-12-12,surface,19.0,36.0,1.6,220.0,48.0,60.0
1282,Dromana,Port Phillip  Bay,2018-12-12,surface,19.0,36.0,0.8,210.0,45.0,60.0
1911,Corio,Port Phillip  Bay,2018-12-12,surface,21.0,37.0,3.4,260.0,58.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2018-12-12,surface,21.0,36.0,4.6,300.0,63.0,90.0
369,Long Reef,Port Phillip  Bay,2019-01-03,surface,7.1,37.0,7.6,430.0,140.0,180.0
939,Patterson River,Port Phillip  Bay,2019-01-03,surface,22.0,36.0,1.3,310.0,57.0,70.0
1229,Central,Port Phillip  Bay,2019-01-03,surface,21.0,36.0,1.7,260.0,48.0,60.0
1282,Dromana,Port Phillip  Bay,2019-01-03,surface,21.0,36.0,2.6,250.0,53.0,70.0
1911,Corio,Port Phillip  Bay,2019-01-03,surface,23.0,37.0,2.2,380.0,61.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2019-01-03,surface,23.0,35.0,3.8,320.0,67.0,100.0
369,Long Reef,Port Phillip  Bay,2019-01-30,surface,7.0,36.0,3.7,340.0,120.0,160.0
939,Patterson River,Port Phillip  Bay,2019-01-30,surface,24.0,37.0,1.7,270.0,48.0,160.0
1229,Central,Port Phillip  Bay,2019-01-30,surface,23.0,36.0,2.0,240.0,47.0,60.0
1282,Dromana,Port Phillip  Bay,2019-01-30,surface,23.0,36.0,4.4,300.0,46.0,60.0
1911,Corio,Port Phillip  Bay,2019-01-30,surface,25.0,38.0,3.5,330.0,71.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2019-01-30,surface,25.0,36.0,7.0,320.0,69.0,100.0
369,Long Reef,Port Phillip  Bay,2019-03-07,surface,7.1,38.0,0.9,310.0,83.0,110.0
939,Patterson River,Port Phillip  Bay,2019-03-07,surface,6.8,37.0,1.9,360.0,60.0,80.0
1229,Central,Port Phillip  Bay,2019-03-07,surface,6.5,37.0,17.0,270.0,56.0,80.0
